,learnerID,learnerProfile,testID,theta,realScore,Timestamp
0,A070000270,M;S01;7,A070000001,0.8490998385,0.8454038518,2021-01-08 06:08:25.336946
1,A070000413,M;S01;7,A070000001,-1.5004120356,0.2043107998,2021-01-08 06:08:25.336946
2,A070000035,F;S01;7,A070000001,-0.3302969925,0.5102488464,2021-01-08 06:08:25.336946
3,A070000105,M;S01;7,A070000001,0.8587358513,0.8473699568,2021-01-08 06:08:25.336946
4,A070000330,M;S01;7,A070000001,-0.6470790984,0.4120606253,2021-01-08 06:08:25.336946
5,A070000229,F;S01;7,A070000001,0.7387358166,0.8216449723,2021-01-08 06:08:25.336946
6,A070000493,M;S01;7,A070000001,-1.0587951701,0.2965017413,2021-01-08 06:08:25.336946
7,A070000026,F;S01;7,A070000001,0.4297142184,0.7437888787,2021-01-08 06:08:25.336946
8,A070000098,F;S01;7,A070000001,0.5049574062,0.7641560008,2021-01-08 06:08:25.336946
9,A070000009,M;S01;7,A070000001,-0.4580069584,0.4700681126,2021-01-08 06:08:25.336946
10,A070000246,F;S01;7,A070000001,0.1447839072,0.6603357505,2021-01-08 06:08:25.336946
11,A070000121,M;S01;7,A070000001,-0.0407211852,0.6023920886,2021-01-08 06:08:25.336946
12,A070000016,F;S01;7,A070000001,-0.9839704002,0.3159308947,2021-01-08 06:08:25.336946
13,A070000037,F;S01;7,A070000001,0.8258901931,0.8405963629,2021-01-08 06:08:25.336946
14,A070000120,M;S01;7,A070000001,-0.1917244964,0.5543407289,2021-01-08 06:08:25.336946
15,A070000012,F;S01;7,A070000001,-0.1758152509,0.5594146474,2021-01-08 06:08:25.336946
16,A070000048,F;S01;7,A070000001,1.3017763529,0.9192058962,2021-01-08 06:08:25.336946
17,A070000287,F;S01;7,A070000001,0.8258901931,0.8405963629,2021-01-08 06:08:25.336946
18,A070000455,M;S01;7,A070000001,-1.6036350831,0.1889386812,2021-01-08 06:08:25.336946
19,A070000063,M;S01;7,A070000001,0.1803177292,0.6711851815,2021-01-08 06:08:25.336946
20,A070000148,M;S01;7,A070000001,-0.1010435192,0.5832406557,2021-01-08 06:08:25.336946
21,A070000409,F;S01;7,A070000001,-1.1221996628,0.280781032,2021-01-08 06:08:25.336946
