,learnerID,learnerProfile,testID,theta,realScore,Timestamp
0,A090000318,M;S01;9,A090000001,-0.2415116122,0.3631576151,2021-01-08 06:08:25.336946
1,A090000476,F;S01;9,A090000001,0.3345240792,0.6838223452,2021-01-08 06:08:25.336946
2,A090000199,M;S01;9,A090000001,-0.8756951167,0.2085403144,2021-01-08 06:08:25.336946
3,A090000377,M;S01;9,A090000001,-0.0203581183,0.5120542288,2021-01-08 06:08:25.336946
4,A090000107,M;S01;9,A090000001,0.3345240792,0.6838223452,2021-01-08 06:08:25.336946
5,A090000075,M;S01;9,A090000001,0.1045538823,0.5883076394,2021-01-08 06:08:25.336946
6,A090000063,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
7,A090000046,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
8,A090000371,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
9,A090000401,F;S01;9,A090000001,-0.0633104467,0.4788819645,2021-01-08 06:08:25.336946
10,A090000150,M;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
11,A090000096,M;S01;9,A090000001,-0.9487703967,0.1999789124,2021-01-08 06:08:25.336946
12,A090000008,M;S01;9,A090000001,-0.5887012862,0.2557339984,2021-01-08 06:08:25.336946
13,A090000291,M;S01;9,A090000001,0.3193741074,0.6782200722,2021-01-08 06:08:25.336946
14,A090000225,F;S01;9,A090000001,0.6559606103,0.7869954076,2021-01-08 06:08:25.336946
15,A090000155,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
16,A090000033,M;S01;9,A090000001,0.1550305595,0.6119985284,2021-01-08 06:08:25.336946
17,A090000256,F;S01;9,A090000001,-0.8064777824,0.2177436476,2021-01-08 06:08:25.336946
18,A090000373,M;S01;9,A090000001,0.243765689,0.6491663798,2021-01-08 06:08:25.336946
19,A090000435,F;S01;9,A090000001,0.6559606103,0.7869954076,2021-01-08 06:08:25.336946
20,A090000117,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
21,A090000438,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
22,A090000140,M;S01;9,A090000001,-0.2415116122,0.3631576151,2021-01-08 06:08:25.336946
23,A090000081,F;S01;9,A090000001,-0.2222929196,0.3723661403,2021-01-08 06:08:25.336946
24,A090000366,F;S01;9,A090000001,0.7377682048,0.8083624024,2021-01-08 06:08:25.336946
25,A090000537,F;S01;9,A090000001,-0.5659541122,0.2606842344,2021-01-08 06:08:25.336946
26,A090000540,M;S01;9,A090000001,-0.0064496278,0.5221775523,2021-01-08 06:08:25.336946
27,A090000384,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
28,A090000607,M;S01;9,A090000001,0.1593412324,0.6139132602,2021-01-08 06:08:25.336946
29,A090000226,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
30,A090000611,F;S01;9,A090000001,0.0467137769,0.5569411047,2021-01-08 06:08:25.336946
31,A090000362,F;S01;9,A090000001,-0.1807229066,0.3948079319,2021-01-08 06:08:25.336946
32,A090000430,M;S01;9,A090000001,-1.0054601071,0.1940485848,2021-01-08 06:08:25.336946
33,A090000321,F;S01;9,A090000001,-1.0054601071,0.1940485848,2021-01-08 06:08:25.336946
34,A090000207,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
35,A090000330,M;S01;9,A090000001,0.6559606103,0.7869954076,2021-01-08 06:08:25.336946
36,A090000202,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
37,A090000189,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
38,A090000119,M;S01;9,A090000001,-0.0386600275,0.4981941746,2021-01-08 06:08:25.336946
39,A090000067,M;S01;9,A090000001,0.2237656449,0.6411346095,2021-01-08 06:08:25.336946
40,A090000227,M;S01;9,A090000001,-0.1306754462,0.4272980392,2021-01-08 06:08:25.336946
41,A090000245,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
42,A090000115,F;S01;9,A090000001,-0.3099049812,0.3347379507,2021-01-08 06:08:25.336946
43,A090000548,F;S01;9,A090000001,0.617952574,0.776380642,2021-01-08 06:08:25.336946
44,A090000481,M;S01;9,A090000001,-0.5313550674,0.268640624,2021-01-08 06:08:25.336946
45,A090000065,F;S01;9,A090000001,0.5554207269,0.7579745664,2021-01-08 06:08:25.336946
46,A090000175,M;S01;9,A090000001,0.013943589,0.5362668955,2021-01-08 06:08:25.336946
47,A090000280,F;S01;9,A090000001,-0.243792394,0.3621067446,2021-01-08 06:08:25.336946
48,A090000162,M;S01;9,A090000001,0.1347606779,0.6027896038,2021-01-08 06:08:25.336946
49,A090000052,M;S01;9,A090000001,-0.2222929196,0.3723661403,2021-01-08 06:08:25.336946
50,A090000383,M;S01;9,A090000001,-0.0007568993,0.5262039887,2021-01-08 06:08:25.336946
51,A090000116,M;S01;9,A090000001,0.3193741074,0.6782200722,2021-01-08 06:08:25.336946
52,A090000508,F;S01;9,A090000001,0.5113222605,0.7442976584,2021-01-08 06:08:25.336946
53,A090000549,M;S01;9,A090000001,0.243765689,0.6491663798,2021-01-08 06:08:25.336946
54,A090000118,M;S01;9,A090000001,-0.3329421481,0.3263203981,2021-01-08 06:08:25.336946
55,A090000436,M;S01;9,A090000001,-0.6357604998,0.246152619,2021-01-08 06:08:25.336946
56,A090000209,M;S01;9,A090000001,-0.2071495051,0.380110587,2021-01-08 06:08:25.336946
57,A090000221,M;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
58,A090000407,M;S01;9,A090000001,-0.6792656774,0.238027622,2021-01-08 06:08:25.336946
59,A090000503,M;S01;9,A090000001,-0.7086324782,0.2329092068,2021-01-08 06:08:25.336946
60,A090000258,M;S01;9,A090000001,-0.1384338049,0.4218550238,2021-01-08 06:08:25.336946
61,A090000559,F;S01;9,A090000001,0.1716937951,0.6193249353,2021-01-08 06:08:25.336946
62,A090000271,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
63,A090000530,M;S01;9,A090000001,0.0256350431,0.5439184295,2021-01-08 06:08:25.336946
64,A090000590,F;S01;9,A090000001,-1.0054514469,0.1940494473,2021-01-08 06:08:25.336946
65,A090000512,F;S01;9,A090000001,0.243765689,0.6491663798,2021-01-08 06:08:25.336946
66,A090000297,F;S01;9,A090000001,-0.6357604998,0.246152619,2021-01-08 06:08:25.336946
67,A090000386,F;S01;9,A090000001,0.7433555739,0.809748024,2021-01-08 06:08:25.336946
68,A090000629,M;S01;9,A090000001,-0.5659541122,0.2606842344,2021-01-08 06:08:25.336946
69,A090000176,F;S01;9,A090000001,0.4344836598,0.719115251,2021-01-08 06:08:25.336946
70,A090000201,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
71,A090000464,F;S01;9,A090000001,0.7433555739,0.809748024,2021-01-08 06:08:25.336946
72,A090000361,M;S01;9,A090000001,-0.4677918113,0.2847126175,2021-01-08 06:08:25.336946
73,A090000170,M;S01;9,A090000001,-0.4821008753,0.2809207772,2021-01-08 06:08:25.336946
74,A090000080,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
75,A090000417,F;S01;9,A090000001,-0.7379523393,0.2280727538,2021-01-08 06:08:25.336946
76,A090000299,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
77,A090000191,F;S01;9,A090000001,0.6229431343,0.7777991945,2021-01-08 06:08:25.336946
78,A090000235,M;S01;9,A090000001,-0.8064777824,0.2177436476,2021-01-08 06:08:25.336946
79,A090000442,M;S01;9,A090000001,0.0113903748,0.534554366,2021-01-08 06:08:25.336946
80,A090000337,M;S01;9,A090000001,-0.5659541122,0.2606842344,2021-01-08 06:08:25.336946
81,A090000391,M;S01;9,A090000001,-0.9487703967,0.1999789124,2021-01-08 06:08:25.336946
82,A090000475,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
83,A090000614,M;S01;9,A090000001,-0.4588515361,0.2871356684,2021-01-08 06:08:25.336946
84,A090000405,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
85,A090000425,F;S01;9,A090000001,-0.2488697353,0.3597971538,2021-01-08 06:08:25.336946
86,A090000051,M;S01;9,A090000001,-0.2610815608,0.3544020962,2021-01-08 06:08:25.336946
87,A090000288,F;S01;9,A090000001,-1.0054601071,0.1940485848,2021-01-08 06:08:25.336946
88,A090000072,F;S01;9,A090000001,0.0693545105,0.5699057319,2021-01-08 06:08:25.336946
89,A090000255,M;S01;9,A090000001,-0.8066314572,0.2177219127,2021-01-08 06:08:25.336946
90,A090000592,F;S01;9,A090000001,-0.5659541122,0.2606842344,2021-01-08 06:08:25.336946
91,A090000359,M;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
92,A090000213,F;S01;9,A090000001,-0.2906767174,0.342156212,2021-01-08 06:08:25.336946
93,A090000461,M;S01;9,A090000001,0.5690751672,0.7620931227,2021-01-08 06:08:25.336946
94,A090000069,M;S01;9,A090000001,0.7377682048,0.8083624024,2021-01-08 06:08:25.336946
95,A090000164,F;S01;9,A090000001,0.1716937951,0.6193249353,2021-01-08 06:08:25.336946
96,A090000411,M;S01;9,A090000001,-0.0346813157,0.5012519839,2021-01-08 06:08:25.336946
97,A090000551,M;S01;9,A090000001,-0.2488697353,0.3597971538,2021-01-08 06:08:25.336946
98,A090000574,M;S01;9,A090000001,0.7377682048,0.8083624024,2021-01-08 06:08:25.336946
99,A090000276,F;S01;9,A090000001,-0.13316116,0.4255387126,2021-01-08 06:08:25.336946
100,A090000413,F;S01;9,A090000001,-0.5616352001,0.2616487681,2021-01-08 06:08:25.336946
101,A090000388,M;S01;9,A090000001,-0.3329421481,0.3263203981,2021-01-08 06:08:25.336946
102,A090000137,M;S01;9,A090000001,-0.0083125817,0.5208446884,2021-01-08 06:08:25.336946
103,A090000057,F;S01;9,A090000001,0.0797583258,0.5755470712,2021-01-08 06:08:25.336946
104,A090000550,F;S01;9,A090000001,0.6229431343,0.7777991945,2021-01-08 06:08:25.336946
105,A090000220,F;S01;9,A090000001,0.617952574,0.776380642,2021-01-08 06:08:25.336946
106,A090000239,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
107,A090000340,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
108,A090000169,M;S01;9,A090000001,-0.6357604998,0.246152619,2021-01-08 06:08:25.336946
109,A090000265,F;S01;9,A090000001,0.2489793318,0.6512337388,2021-01-08 06:08:25.336946
110,A090000031,M;S01;9,A090000001,0.6559606103,0.7869954076,2021-01-08 06:08:25.336946
111,A090000047,M;S01;9,A090000001,-0.2071495051,0.380110587,2021-01-08 06:08:25.336946
112,A090000038,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
113,A090000432,M;S01;9,A090000001,-0.7379523393,0.2280727538,2021-01-08 06:08:25.336946
114,A090000469,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
115,A090000305,F;S01;9,A090000001,-0.2432370693,0.3623618349,2021-01-08 06:08:25.336946
116,A090000603,F;S01;9,A090000001,0.076617646,0.5738634631,2021-01-08 06:08:25.336946
117,A090000286,F;S01;9,A090000001,0.6559606103,0.7869954076,2021-01-08 06:08:25.336946
118,A090000018,M;S01;9,A090000001,0.2391749528,0.6473372508,2021-01-08 06:08:25.336946
119,A090000285,F;S01;9,A090000001,-0.4999238621,0.2763420132,2021-01-08 06:08:25.336946
120,A090000344,F;S01;9,A090000001,0.0284984054,0.5457450079,2021-01-08 06:08:25.336946
121,A090000602,M;S01;9,A090000001,-0.5616352001,0.2616487681,2021-01-08 06:08:25.336946
122,A090000138,M;S01;9,A090000001,-0.0064496278,0.5221775523,2021-01-08 06:08:25.336946
123,A090000563,F;S01;9,A090000001,0.0276355472,0.5451965241,2021-01-08 06:08:25.336946
124,A090000113,M;S01;9,A090000001,0.7377682048,0.8083624024,2021-01-08 06:08:25.336946
125,A090000066,M;S01;9,A090000001,-0.3329421481,0.3263203981,2021-01-08 06:08:25.336946
126,A090000136,F;S01;9,A090000001,0.243765689,0.6491663798,2021-01-08 06:08:25.336946
127,A090000427,M;S01;9,A090000001,-0.350635601,0.3201623894,2021-01-08 06:08:25.336946
128,A090000168,M;S01;9,A090000001,0.2391749528,0.6473372508,2021-01-08 06:08:25.336946
129,A090000261,M;S01;9,A090000001,-0.2071495051,0.380110587,2021-01-08 06:08:25.336946
130,A090000339,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
131,A090000477,M;S01;9,A090000001,0.1156976192,0.5937705221,2021-01-08 06:08:25.336946
132,A090000143,M;S01;9,A090000001,-0.4921325411,0.2783242669,2021-01-08 06:08:25.336946
133,A090000166,M;S01;9,A090000001,-0.9487703967,0.1999789124,2021-01-08 06:08:25.336946
134,A090000250,F;S01;9,A090000001,-0.2509142384,0.3588784717,2021-01-08 06:08:25.336946
135,A090000641,F;S01;9,A090000001,-0.9487703967,0.1999789124,2021-01-08 06:08:25.336946
136,A090000372,M;S01;9,A090000001,-0.8756951167,0.2085403144,2021-01-08 06:08:25.336946
137,A090000275,F;S01;9,A090000001,-0.4821008753,0.2809207772,2021-01-08 06:08:25.336946
138,A090000036,M;S01;9,A090000001,0.6559606103,0.7869954076,2021-01-08 06:08:25.336946
139,A090000272,M;S01;9,A090000001,-1.0054514469,0.1940494473,2021-01-08 06:08:25.336946
140,A090000588,F;S01;9,A090000001,-1.0054514469,0.1940494473,2021-01-08 06:08:25.336946
141,A090000112,M;S01;9,A090000001,-0.5659541122,0.2606842344,2021-01-08 06:08:25.336946
142,A090000468,F;S01;9,A090000001,0.076617646,0.5738634631,2021-01-08 06:08:25.336946
143,A090000466,M;S01;9,A090000001,-0.0083125817,0.5208446884,2021-01-08 06:08:25.336946
144,A090000002,M;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
145,A090000041,F;S01;9,A090000001,-0.4753101586,0.2827072031,2021-01-08 06:08:25.336946
146,A090000656,M;S01;9,A090000001,-1.0054601071,0.1940485848,2021-01-08 06:08:25.336946
147,A090000485,F;S01;9,A090000001,0.2489793318,0.6512337388,2021-01-08 06:08:25.336946
148,A090000293,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
149,A090000042,M;S01;9,A090000001,0.6229431343,0.7777991945,2021-01-08 06:08:25.336946
150,A090000387,F;S01;9,A090000001,-0.2719053332,0.3497954818,2021-01-08 06:08:25.336946
151,A090000172,M;S01;9,A090000001,-0.1781607864,0.3963195566,2021-01-08 06:08:25.336946
152,A090000084,M;S01;9,A090000001,0.4100010283,0.710735651,2021-01-08 06:08:25.336946
153,A090000105,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
154,A090000570,F;S01;9,A090000001,-0.4677918113,0.2847126175,2021-01-08 06:08:25.336946
155,A090000311,M;S01;9,A090000001,0.1282754575,0.5997639058,2021-01-08 06:08:25.336946
156,A090000580,M;S01;9,A090000001,0.6229431343,0.7777991945,2021-01-08 06:08:25.336946
157,A090000123,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
158,A090000058,M;S01;9,A090000001,-0.4588515361,0.2871356684,2021-01-08 06:08:25.336946
159,A090000604,F;S01;9,A090000001,-0.7086324782,0.2329092068,2021-01-08 06:08:25.336946
160,A090000315,F;S01;9,A090000001,-0.2940424948,0.340829565,2021-01-08 06:08:25.336946
161,A090000151,F;S01;9,A090000001,0.2732483704,0.6607251603,2021-01-08 06:08:25.336946
162,A090000004,M;S01;9,A090000001,-0.0633104467,0.4788819645,2021-01-08 06:08:25.336946
163,A090000657,M;S01;9,A090000001,0.0978285229,0.5849338674,2021-01-08 06:08:25.336946
164,A090000025,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
165,A090000644,F;S01;9,A090000001,0.0093478302,0.533173638,2021-01-08 06:08:25.336946
166,A090000017,M;S01;9,A090000001,0.4344836598,0.719115251,2021-01-08 06:08:25.336946
167,A090000393,F;S01;9,A090000001,-0.4252648773,0.296625684,2021-01-08 06:08:25.336946
168,A090000294,M;S01;9,A090000001,0.3193741074,0.6782200722,2021-01-08 06:08:25.336946
169,A090000346,M;S01;9,A090000001,-1.0054601071,0.1940485848,2021-01-08 06:08:25.336946
170,A090000174,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
171,A090000403,M;S01;9,A090000001,-0.4677918113,0.2847126175,2021-01-08 06:08:25.336946
172,A090000390,M;S01;9,A090000001,-0.3812132511,0.3100743597,2021-01-08 06:08:25.336946
173,A090000257,M;S01;9,A090000001,0.4100010283,0.710735651,2021-01-08 06:08:25.336946
174,A090000323,M;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
175,A090000074,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
